Timestamp,,,Seconds,Velocity,Acceleration,Odometer,Latitude,Longitude,Heart Rate,Player Load,Positional Quality (%),HDOP,#Sats,activity,at/df,position
32:03.0,,,0,0.38,-0.095271066,0,34.6153388,135.5166363,0,0,45.9,1.14,7,,,
32:03.1,,,0.1,0.53,0.014810754,0.04,34.615339,135.5166367,0,0,46.3,1.14,7,,,
32:03.2,,,0.2,0.61,0.196138129,0.05,34.615339,135.5166368,0,0,47.9,1.14,7,,,
32:03.3,,,0.3,0.61,0.359107196,0.05,34.615339,135.5166367,0,0,47,1.14,7,,,
32:03.4,,,0.4,0.56,0.441643596,0.05,34.6153388,135.5166367,0,0,46.1,1.14,7,,,
32:03.5,,,0.5,0.47,0.419510037,0.05,34.6153388,135.5166365,0,0,44.6,1.14,7,,,
32:03.7,,,0.6,0.37,0.303537488,0.05,34.6153387,135.5166363,0,0,44.6,1.14,7,,,
32:03.7,,,0.7,0.27,0.126662835,0.05,34.6153385,135.5166365,0,0,42.2,1.14,7,,,
32:03.8,,,0.8,0.19,-0.072134636,0.05,34.6153387,135.5166363,0,0,42.2,1.14,7,,,
32:03.9,,,0.9,0.13,-0.257984728,0.05,34.6153387,135.516636,0,0,43.8,1.14,7,,,
32:04.0,,,1,0.09,-0.404168308,0.05,34.6153385,135.516636,0,0,44,1.14,7,,,
32:04.1,,,1.1,0.08,-0.494556844,0.21,34.6153383,135.5166353,0,0,44,1.14,7,,,
32:04.2,,,1.2,0.09,-0.523717403,0.27,34.6153378,135.5166352,0,0,44.7,1.14,7,,,
32:04.3,,,1.3,0.11,-0.49559027,0.33,34.6153372,135.5166352,0,0.1,46.1,1.14,7,,,
32:04.4,,,1.4,0.14,-0.42199561,0.38,34.615337,135.5166348,0,0.1,46.3,1.14,7,,,
32:04.5,,,1.5,0.16,-0.320333302,0.43,34.6153367,135.5166343,0,0.1,47,1.14,7,,,
32:04.6,,,1.6,0.17,-0.21129027,0.43,34.6153363,135.5166343,0,0.1,48,1.14,7,,,
32:04.7,,,1.7,0.17,-0.114504933,0.43,34.6153363,135.5166342,0,0.1,48.1,1.14,7,,,
32:04.8,,,1.8,0.16,-0.044059828,0.43,34.6153363,135.516634,0,0.1,50.7,1.14,7,,,
32:04.9,,,1.9,0.14,-0.005624521,0.43,34.6153362,135.516634,0,0.1,52,1.14,7,,,
32:05.0,,,2,0.12,0.004486552,0.43,34.615336,135.5166342,0,0.1,51.8,1.14,7,,,
32:05.1,,,2.1,0.11,-0.003816092,0.43,34.6153358,135.5166343,0,0.1,52.2,1.14,7,,,
32:05.2,,,2.2,0.1,-0.019084264,0.43,34.6153357,135.5166345,0,0.1,51.5,1.14,7,,,
32:05.3,,,2.3,0.1,-0.032273699,0.43,34.6153355,135.5166347,0,0.1,52.7,1.14,7,,,
32:05.4,,,2.4,0.1,-0.039317939,0.43,34.6153355,135.5166347,0,0.1,52.7,1.14,7,,,
32:05.5,,,2.5,0.1,-0.041274939,0.43,34.6153352,135.5166347,0,0.1,52.7,1.14,7,,,
32:05.6,,,2.6,0.09,-0.04257774,0.43,34.615335,135.5166347,0,0.1,51.6,1.14,7,,,
32:05.7,,,2.7,0.07,-0.047958259,0.43,34.6153348,135.5166345,0,0.1,50.7,1.14,7,,,
32:05.9,,,2.8,0.05,-0.059285834,0.43,34.6153347,135.5166345,0,0.1,50.7,1.14,7,,,
32:05.9,,,2.9,0.04,-0.07491035,0.43,34.6153345,135.5166343,0,0.1,50.1,1.14,7,,,
32:06.0,,,3,0.02,-0.091414236,0.43,34.6153343,135.5166342,0,0.1,50.5,1.14,7,,,
32:06.1,,,3.1,0.01,-0.105398312,0.43,34.6153342,135.5166342,0,0.1,50.7,1.14,7,,,
32:06.2,,,3.2,0.01,-0.11438036,0.43,34.615334,135.516634,0,0.1,50.1,1.14,7,,,
32:06.3,,,3.3,0,-0.116955943,0.43,34.6153338,135.516634,0,0.1,50.1,1.14,7,,,
32:06.4,,,3.4,0,-0.112295263,0.43,34.6153338,135.516634,0,0.1,49.7,1.14,7,,,
32:06.6,,,3.5,0,-0.100646108,0.43,34.6153337,135.5166338,0,0.1,50.6,1.14,7,,,
32:06.6,,,3.6,0,-0.085054293,0.43,34.6153335,135.5166337,0,0.1,50.6,1.14,7,,,
32:06.7,,,3.7,0.01,-0.067658551,0.83,34.6153332,135.5166332,0,0.1,51.3,1.14,7,,,
32:06.8,,,3.8,0.04,-0.041644581,0.92,34.6153325,135.5166328,0,0.1,50.6,1.14,7,,,
32:06.9,0:00:10,,3.9,0.12,0.010202912,1.02,34.6153317,135.5166322,0,0.1,48.5,1.14,7,,,
32:07.0,,,4,0.27,0.111214302,1.21,34.6153302,135.5166313,0,0.1,47.9,1.14,7,,,
32:07.1,,,4.1,0.49,0.286509126,1.44,34.6153283,135.5166303,0,0.1,47.6,1.14,7,,,
32:07.2,,,4.2,0.78,0.553462684,1.67,34.6153265,135.516629,0,0.2,49,1.14,7,,,
32:07.3,,,4.3,1.11,0.907876372,1.95,34.6153243,135.5166275,0,0.2,49,1.14,7,,,
32:07.4,,,4.4,1.46,1.322866678,2.27,34.6153222,135.5166252,0,0.2,48.5,1.14,7,,,
32:07.5,,,4.5,1.81,1.759097219,2.52,34.6153205,135.5166233,0,0.3,46.5,1.14,7,,,
32:07.6,,,4.6,2.12,2.169723272,2.85,34.615318,135.5166215,0,0.3,44.9,1.14,7,,,
32:07.7,,,4.7,2.42,2.512538195,3.28,34.6153148,135.5166188,0,0.4,47.1,1.14,7,,,
32:07.8,,,4.8,2.71,2.770434141,3.6,34.6153122,135.5166173,0,0.4,45.7,1.14,7,,,
32:07.9,0:00:11,,4.9,2.98,2.94534564,3.98,34.6153092,135.5166152,0,0.4,46.3,1.14,7,,,
32:08.1,,,5,3.23,3.038223028,4.43,34.6153058,135.5166125,0,0.5,48.3,1.14,7,,,
32:08.1,,,5.1,3.46,3.053157091,4.86,34.6153027,135.5166097,0,0.5,45.3,1.14,7,,,
32:08.2,,,5.2,3.67,3.002735138,5.24,34.6153,135.5166073,0,0.6,44.3,1.14,7,,,
32:08.3,,,5.3,3.85,2.896144867,5.71,34.6152963,135.5166047,0,0.6,43.6,1.14,7,,,
32:08.4,,,5.4,4,2.739419937,6.17,34.6152927,135.5166023,0,0.7,43.9,1.14,7,,,
32:08.5,,,5.5,4.14,2.543581247,6.55,34.6152897,135.5166003,0,0.7,46.5,1.14,7,,,
32:08.6,,,5.6,4.24,2.318889141,7.07,34.6152857,135.5165973,0,0.7,45.1,1.14,7,,,
32:08.8,,,5.7,4.34,2.077289581,7.57,34.615282,135.5165942,0,0.8,43.4,1.14,7,,,
32:08.8,,,5.8,4.45,1.839461565,7.99,34.6152788,135.5165917,0,0.9,43.3,1.1799999,6,,,
32:08.9,0:00:12,,5.9,4.52,1.617979765,8.46,34.6152757,135.5165882,0,0.9,41.9,1.1799999,6,,,
32:09.0,,,6,4.58,1.409264922,8.98,34.6152722,135.5165845,0,0.9,42.4,1.1799999,6,,,
32:09.1,,,6.1,4.64,1.211670756,9.38,34.6152692,135.516582,0,1,40.9,1.1799999,6,,,
32:09.2,,,6.2,4.65,1.024298191,9.76,34.6152663,135.5165797,0,1.1,40.5,1.14,7,,,
32:09.3,,,6.3,4.62,0.832651436,10.22,34.6152628,135.516577,0,1.1,39.9,1.1799999,6,,,
32:09.4,,,6.4,4.58,0.625787139,10.73,34.6152593,135.5165735,0,1.2,41.1,1.1799999,6,,,
32:09.5,,,6.5,4.56,0.416428775,11.1,34.615257,135.5165705,0,1.2,39.2,1.1799999,6,,,
32:09.6,,,6.6,4.52,0.22359778,11.58,34.615254,135.5165668,0,1.3,39.4,1.1799999,6,,,
32:09.7,,,6.7,4.5,0.058584835,12.09,34.6152508,135.5165628,0,1.3,38.8,1.1799999,6,,,
32:09.8,,,6.8,4.52,-0.063836545,12.52,34.6152475,135.5165603,0,1.4,41.4,1.1799999,6,,,
32:09.9,0:00:13,,6.9,4.53,-0.132824317,12.96,34.6152447,135.516557,0,1.4,41.1,1.1799999,6,,,
32:10.0,,,7,4.54,-0.156861797,13.46,34.6152412,135.5165535,0,1.4,41.7,1.1799999,6,,,
32:10.1,,,7.1,4.57,-0.148014769,13.96,34.6152382,135.5165495,0,1.6,39.6,1.1799999,6,,,
32:10.2,,,7.2,4.6,-0.109872304,14.38,34.6152355,135.5165462,0,1.6,43.8,1.1799999,6,,,
32:10.3,,,7.3,4.62,-0.0519845,14.9,34.6152325,135.5165418,0,1.6,42.9,1.1799999,6,,,
32:10.4,,,7.4,4.66,0.012450912,15.39,34.6152297,135.5165377,0,1.7,41.4,1.1799999,6,,,
32:10.5,,,7.5,4.69,0.078550711,15.76,34.6152272,135.516535,0,1.8,42.3,1.1799999,6,,,
32:10.6,,,7.6,4.68,0.133735716,16.14,34.615225,135.5165318,0,1.8,41.4,1.1799999,6,,,
32:10.7,,,7.7,4.65,0.153592989,16.61,34.615222,135.5165282,0,1.8,42.7,1.1799999,6,,,
32:10.8,,,7.8,4.62,0.130851969,17.11,34.615219,135.5165242,0,2,39.2,1.1799999,6,,,
32:11.0,0:00:14,,7.9,4.59,0.080156162,17.46,34.615217,135.5165212,0,2,36.7,1.1799999,6,,,
32:11.0,,,8,4.53,0.011288063,17.91,34.6152138,135.5165182,0,2,38.6,1.1799999,6,,,
32:11.1,,,8.1,4.49,-0.070837334,18.48,34.6152118,135.5165125,0,2.1,38.3,1.1799999,6,,,
32:11.2,,,8.2,4.48,-0.146379113,18.91,34.615209,135.5165093,0,2.2,39.9,1.1799999,6,,,
32:11.3,,,8.3,4.47,-0.195547178,19.33,34.6152055,135.5165075,0,2.2,37.7,1.1799999,6,,,
32:11.4,,,8.4,4.45,-0.221546382,19.8,34.6152025,135.5165038,0,2.2,40.3,1.1799999,6,,,
32:11.5,,,8.5,4.43,-0.23638095,20.31,34.6151998,135.5164993,0,2.4,38.1,1.1799999,6,,,
32:11.7,,,8.6,4.41,-0.243684992,20.79,34.6151978,135.5164947,0,2.4,40.5,1.1799999,6,,,
32:11.7,,,8.7,4.4,-0.242394239,21.36,34.6151958,135.516489,0,2.4,42.2,1.1799999,6,,,
32:11.8,,,8.8,4.42,-0.225709185,21.78,34.6151928,135.5164862,0,2.5,40.8,1.1799999,6,,,
32:11.9,0:00:15,,8.9,4.47,-0.181087554,22.31,34.6151893,135.5164823,0,2.6,39.8,1.1799999,6,,,
32:12.0,,,9,4.5,-0.109400816,22.67,34.6151873,135.5164792,0,2.6,41.7,1.1799999,6,,,
32:12.1,,,9.1,4.5,-0.033885725,23.09,34.6151847,135.5164758,0,2.6,40.4,1.1799999,6,,,
32:12.2,,,9.2,4.48,0.018822607,23.52,34.615182,135.5164725,0,2.8,40.4,1.1799999,6,,,
32:12.3,,,9.3,4.42,0.032016493,23.82,34.61518,135.5164702,0,2.8,42,1.1799999,6,,,
32:12.4,,,9.4,4.32,-0.008829276,24.16,34.6151773,135.5164685,0,2.8,42.7,1.1799999,6,,,
32:12.5,,,9.5,4.19,-0.113532014,24.64,34.6151757,135.5164637,0,2.9,36.7,1.1799999,6,,,
32:12.6,,,9.6,4.07,-0.269300938,25.02,34.6151735,135.5164605,0,3,37.7,1.1799999,6,,,
32:12.7,,,9.7,3.94,-0.44666481,25.33,34.6151722,135.5164575,0,3,35,1.1799999,6,,,
32:12.8,,,9.8,3.81,-0.625105619,25.67,34.6151702,135.5164547,0,3,35.6,1.1799999,6,,,
32:12.9,0:00:16,,9.9,3.68,-0.794929743,25.99,34.6151685,135.5164518,0,3.3,35.2,1.1799999,6,,,
32:13.0,,,10,3.57,-0.942337692,26.42,34.615167,135.5164475,0,3.3,39.1,1.1799999,6,,,
32:13.2,,,10.1,3.45,-1.055519581,26.7,34.6151665,135.5164445,0,3.3,38.1,1.1799999,6,,,
32:13.2,,,10.2,3.31,-1.141180873,27.07,34.6151655,135.5164407,0,3.3,31.3,1.1799999,6,,,
32:13.3,,,10.3,3.16,-1.214550138,27.28,34.615164,135.5164392,0,3.5,32.8,1.1799999,6,,,
32:13.4,,,10.4,3.03,-1.277025223,27.59,34.6151628,135.5164362,0,3.6,35,1.1799999,6,,,
32:13.5,,,10.5,2.91,-1.319547057,27.82,34.6151623,135.5164338,0,3.6,34.5,1.1799999,6,,,
32:13.6,,,10.6,2.78,-1.341338873,27.98,34.6151623,135.516432,0,3.6,31,1.1799999,6,,,
32:13.7,,,10.7,2.63,-1.354162931,28.13,34.6151618,135.5164305,0,3.8,30.4,1.1799999,6,,,
32:13.9,,,10.8,2.47,-1.371765971,28.34,34.615162,135.5164282,0,3.8,36.1,1.1799999,6,,,
32:13.9,0:00:17,,10.9,2.3,-1.400550246,28.52,34.6151627,135.5164265,0,3.8,40.5,1.1799999,6,,,
32:14.0,,,11,2.14,-1.438907027,28.6,34.615162,135.5164262,0,3.8,31.9,1.1799999,6,,,
32:14.1,,,11.1,1.98,-1.480807185,28.73,34.615162,135.5164248,0,3.8,33.7,1.1799999,6,,,
32:14.2,,,11.2,1.82,-1.518829942,28.79,34.6151617,135.5164242,0,3.9,38.3,1.1799999,6,,,
32:14.3,,,11.3,1.68,-1.544820547,28.92,34.6151617,135.5164228,0,3.9,37.7,1.1799999,6,,,
32:14.4,,,11.4,1.56,-1.549045324,28.98,34.6151615,135.5164222,0,3.9,39.6,1.1799999,6,,,
32:14.5,,,11.5,1.46,-1.523043275,29.09,34.6151615,135.516421,0,3.9,40.5,1.1799999,6,,,
32:14.6,,,11.6,1.37,-1.466847539,29.16,34.6151612,135.5164217,0,3.9,40.2,1.1799999,6,,,
32:14.7,,,11.7,1.25,-1.394749641,29.22,34.6151613,135.5164223,0,3.9,40.2,1.1799999,6,,,
32:14.8,,,11.8,1.1,-1.331850767,29.26,34.6151612,135.5164228,0,3.9,41.6,1.1799999,6,,,
32:14.9,0:00:18,,11.9,0.95,-1.296639562,29.32,34.6151613,135.5164222,0,3.9,39.8,1.1799999,6,,,
32:15.0,,,12,0.83,-1.283592939,29.44,34.615161,135.516421,0,3.9,40.7,1.1799999,6,,,
32:15.1,,,12.1,0.76,-1.265331149,29.56,34.6151608,135.5164197,0,3.9,42.8,1.1799999,6,,,
32:15.2,,,12.2,0.74,-1.209973335,29.69,34.6151605,135.5164183,0,3.9,45.6,2.03,5,,,
32:15.3,,,12.3,0.76,-1.096867204,29.84,34.61516,135.5164168,0,3.9,45.6,2.03,5,,,
32:15.4,,,12.4,0.81,-0.922356665,29.94,34.6151597,135.5164158,0,3.9,44.7,2.03,5,,,
32:15.5,,,12.5,0.87,-0.698569059,30.06,34.6151595,135.5164145,0,3.9,44.7,1.1799999,6,,,
32:15.6,,,12.6,0.94,-0.450061649,30.2,34.6151588,135.5164132,0,4,43.5,1.1799999,6,,,
32:15.7,,,12.7,0.99,-0.206623837,30.3,34.6151585,135.5164122,0,4,43.3,1.1799999,6,,,
32:15.8,,,12.8,1.02,0.006526629,30.45,34.615158,135.5164107,0,4,43.7,1.1799999,6,,,
32:15.9,0:00:19,,12.9,1.06,0.175994098,30.58,34.6151577,135.5164093,0,4,42.9,1.1799999,6,,,
32:16.1,,,13,1.1,0.301642746,30.7,34.615157,135.5164083,0,4,43.7,1.1799999,6,,,
32:16.1,,,13.1,1.15,0.390636325,30.85,34.6151562,135.516407,0,4,42.4,1.1799999,6,,,
32:16.2,,,13.2,1.18,0.449436367,30.98,34.6151555,135.5164058,0,4,43.8,1.1799999,6,,,
32:16.3,,,13.3,1.21,0.480385721,31.13,34.6151543,135.5164052,0,4,43,1.1799999,6,,,
32:16.4,,,13.4,1.22,0.482893109,31.27,34.6151538,135.5164038,0,4,44,1.1799999,6,,,
32:16.5,,,13.5,1.23,0.457646102,31.42,34.6151533,135.5164022,0,4,43.1,1.1799999,6,,,
32:16.6,,,13.6,1.23,0.410213202,31.54,34.615153,135.516401,0,4,43.4,1.1799999,6,,,
32:16.8,,,13.7,1.23,0.3477889,31.7,34.615153,135.5163992,0,4,44.9,1.1799999,6,,,
32:16.8,,,13.8,1.21,0.274117798,31.86,34.6151532,135.5163975,0,4.1,45.6,1.1799999,6,,,
32:16.9,0:00:20,,13.9,1.19,0.193265095,32.03,34.6151537,135.5163958,0,4.1,44.4,1.1799999,6,,,
32:17.0,,,14,1.19,0.115894221,32.14,34.6151537,135.5163945,0,4.1,43.5,1.1799999,6,,,
32:17.1,,,14.1,1.21,0.057492416,32.31,34.6151538,135.5163927,0,4.1,43.2,1.1799999,6,,,
32:17.2,,,14.2,1.25,0.030831119,32.47,34.6151538,135.516391,86,4.1,46.4,1.1799999,6,,,
32:17.3,,,14.3,1.29,0.038961373,32.63,34.615154,135.5163892,86,4.1,47.4,1.1799999,6,,,
32:17.4,,,14.4,1.33,0.074208364,32.77,34.6151542,135.5163877,86,4.1,46.4,1.1799999,6,,,
32:17.5,,,14.5,1.37,0.122628555,32.88,34.6151543,135.5163865,86,4.1,47.2,1.1799999,6,,,
32:17.6,,,14.6,1.38,0.167896003,33.03,34.6151547,135.516385,86,4.1,45.1,1.1799999,6,,,
32:17.7,,,14.7,1.38,0.195812747,33.18,34.6151552,135.5163835,86,4.1,43.7,1.1799999,6,,,
32:17.8,,,14.8,1.37,0.199360952,33.29,34.6151555,135.5163823,86,4.1,46.3,1.1799999,6,,,
32:17.9,0:00:21,,14.9,1.35,0.177818,33.43,34.6151562,135.516381,86,4.1,44.9,1.1799999,6,,,
32:18.0,,,15,1.33,0.135020003,33.56,34.6151567,135.5163798,86,4.1,45.5,1.1799999,6,,,
32:18.1,,,15.1,1.32,0.080971316,33.69,34.6151567,135.5163783,86,4.1,46.4,1.1799999,6,,,
32:18.3,,,15.2,1.31,0.027782502,33.83,34.6151568,135.5163768,86,4.1,47.2,1.1799999,6,,,
32:18.3,,,15.3,1.29,-0.017679153,33.98,34.6151568,135.5163752,86,4.2,45.6,1.1799999,6,,,
32:18.4,,,15.4,1.29,-0.053352874,34.14,34.6151567,135.5163735,86,4.2,45.6,1.1799999,6,,,
32:18.5,,,15.5,1.29,-0.077116214,34.29,34.6151568,135.5163718,86,4.2,44.7,1.1799999,6,,,
32:18.6,,,15.6,1.29,-0.086237207,34.43,34.6151568,135.5163703,86,4.2,44.4,1.1799999,6,,,
32:18.7,,,15.7,1.31,-0.080099814,34.57,34.6151572,135.5163688,86,4.2,45.9,1.1799999,6,,,
32:18.8,,,15.8,1.31,-0.062288076,34.71,34.6151575,135.5163673,86,4.2,45.8,1.1799999,6,,,
32:19.0,0:00:22,,15.9,1.32,-0.039883055,34.91,34.615158,135.5163653,86,4.2,46.7,1.1799999,6,,,
32:19.0,,,16,1.32,-0.018048724,35.04,34.615158,135.5163638,86,4.2,46.7,1.1799999,6,,,
32:19.1,,,16.1,1.33,0.00283045,35.18,34.6151582,135.5163623,86,4.2,45.4,1.1799999,6,,,
32:19.2,,,16.2,1.33,0.021035051,35.31,34.615158,135.516361,86,4.2,44.9,1.1799999,6,,,
32:19.3,,,16.3,1.31,0.028869614,35.42,34.615158,135.5163598,86,4.2,44.9,1.1799999,6,,,
32:19.4,,,16.4,1.28,0.016996494,35.54,34.6151577,135.5163585,86,4.2,46.3,1.1799999,6,,,
32:19.5,,,16.5,1.23,-0.018755045,35.67,34.6151572,135.5163572,86,4.2,45.7,1.1799999,6,,,
32:19.6,,,16.6,1.19,-0.074807905,35.78,34.615157,135.516356,86,4.2,46.5,1.1799999,6,,,
32:19.7,,,16.7,1.13,-0.144230366,35.85,34.6151568,135.5163553,86,4.2,45,1.22,5,,,
32:19.8,,,16.8,1.06,-0.223073617,35.98,34.6151572,135.516354,86,4.2,47.4,1.1799999,6,,,
32:19.9,0:00:23,,16.9,0.99,-0.308871657,36.07,34.6151575,135.516353,86,4.2,47.4,1.1799999,6,,,
32:20.0,,,17,0.92,-0.395061255,36.18,34.6151582,135.5163522,86,4.2,47.4,1.1799999,6,,,
32:20.1,,,17.1,0.86,-0.47158429,36.29,34.6151588,135.5163512,86,4.2,46.3,1.1799999,6,,,
32:20.2,,,17.2,0.83,-0.52633357,36.43,34.6151593,135.5163498,86,4.2,43.7,1.1799999,6,,,
32:20.3,,,17.3,0.84,-0.542892873,36.57,34.6151598,135.5163485,86,4.2,42.8,1.1799999,6,,,
32:20.4,,,17.4,0.88,-0.506141424,36.67,34.6151602,135.5163475,86,4.2,43.5,1.1799999,6,,,
32:20.5,,,17.5,0.92,-0.415557832,36.79,34.6151605,135.5163462,86,4.3,43.2,1.1799999,6,,,
32:20.6,,,17.6,0.97,-0.288528413,36.9,34.6151605,135.516345,86,4.3,44.1,1.1799999,6,,,
32:20.7,,,17.7,1,-0.150501072,37.01,34.6151605,135.5163438,86,4.3,45.5,1.1799999,6,,,
32:20.8,,,17.8,1.02,-0.02441697,37.12,34.615161,135.5163428,86,4.3,45,1.1799999,6,,,
32:20.9,0:00:24,,17.9,1.03,0.074494116,37.2,34.6151612,135.516342,86,4.3,44.1,1.1799999,6,,,
32:21.0,,,18,1.03,0.139460966,37.31,34.6151618,135.516341,86,4.3,44.4,1.1799999,6,,,
32:21.2,,,18.1,1.03,0.171287701,37.43,34.6151625,135.51634,86,4.3,45.9,1.1799999,6,,,
32:21.2,,,18.2,1.02,0.176983744,37.54,34.6151633,135.5163393,86,4.3,46.8,1.14,7,,,
32:21.3,,,18.3,1.02,0.164696947,37.6,34.6151638,135.5163393,86,4.3,44.7,1.14,7,,,
32:21.4,,,18.4,1,0.137301639,37.67,34.6151643,135.5163387,86,4.3,41.9,1.14,7,,,
32:21.5,,,18.5,0.97,0.094254263,37.77,34.6151648,135.5163378,86,4.3,42.5,1.14,7,,,
32:21.6,,,18.6,0.95,0.04008197,37.87,34.615165,135.5163368,86,4.3,43.3,1.14,7,,,
32:21.7,,,18.7,0.94,-0.013851595,37.98,34.6151655,135.5163357,86,4.3,42.8,1.14,7,,,
32:21.8,,,18.8,0.94,-0.055472821,38.11,34.6151658,135.5163343,86,4.3,43.6,1.14,7,,,
32:21.9,0:00:25,,18.9,0.95,-0.077844419,38.17,34.615166,135.5163337,86,4.3,41.2,1.14,7,,,
32:22.0,,,19,0.95,-0.082312472,38.28,34.6151665,135.5163327,86,4.3,43.9,1.14,7,,,
32:22.1,,,19.1,0.96,-0.075427681,38.4,34.615167,135.5163315,86,4.3,42.5,1.14,7,,,
32:22.2,,,19.2,0.96,-0.061301589,38.5,34.6151675,135.5163307,86,4.4,42.5,1.14,7,,,
32:22.3,,,19.3,0.98,-0.03951785,38.65,34.6151682,135.5163293,86,4.4,43.3,1.14,7,,,
32:22.4,,,19.4,1.01,-0.00754977,38.76,34.6151688,135.5163283,86,4.4,41,1.14,7,,,
32:22.5,,,19.5,1.05,0.036663625,38.87,34.6151692,135.5163272,86,4.4,39.4,1.14,7,,,
32:22.6,,,19.6,1.08,0.089372993,38.97,34.6151695,135.5163262,86,4.4,41.9,1.14,7,,,
32:22.7,,,19.7,1.1,0.138801515,39.07,34.6151698,135.5163252,86,4.4,43.5,1.14,7,,,
32:22.8,,,19.8,1.09,0.171263248,39.17,34.6151702,135.5163242,86,4.4,41.8,1.14,7,,,
32:22.9,0:00:26,,19.9,1.08,0.177802771,39.28,34.6151702,135.516323,86,4.4,43,1.14,7,,,
32:23.0,,,20,1.05,0.156510696,39.4,34.6151703,135.5163217,86,4.4,43.9,1.14,7,,,
32:23.1,,,20.1,1.03,0.112117931,39.49,34.6151705,135.5163207,86,4.4,45,1.14,7,,,
32:23.2,,,20.2,1,0.052552041,39.58,34.6151708,135.5163198,86,4.4,45,1.14,7,,,
32:23.4,,,20.3,0.96,-0.015249358,39.67,34.615171,135.5163188,86,4.4,45,1.14,7,,,
32:23.4,,,20.4,0.92,-0.085387051,39.78,34.6151713,135.5163177,86,4.4,46.3,1.14,7,,,
32:23.5,,,20.5,0.9,-0.150204554,39.88,34.6151718,135.5163168,86,4.4,47.5,1.14,7,,,
32:23.6,,,20.6,0.88,-0.200101048,40,34.615172,135.5163155,86,4.4,46.7,1.14,7,,,
32:23.7,,,20.7,0.88,-0.227522537,40.09,34.615172,135.5163145,86,4.4,45.8,1.14,7,,,
32:23.8,,,20.8,0.87,-0.232781917,40.17,34.615172,135.5163137,86,4.4,45.7,1.14,7,,,
32:23.9,0:00:27,,20.9,0.85,-0.226649061,40.23,34.6151718,135.516313,86,4.4,47.2,1.14,7,,,
32:24.1,,,21,0.8,-0.225219786,40.28,34.6151717,135.5163125,86,4.4,48.4,1.14,7,,,
32:24.1,,,21.1,0.74,-0.241786376,40.33,34.6151713,135.5163122,86,4.4,47.8,1.14,7,,,
32:24.2,,,21.2,0.66,-0.283066541,40.38,34.6151713,135.5163117,86,4.4,46.6,1.14,7,,,
32:24.3,,,21.3,0.57,-0.349627316,40.38,34.6151712,135.5163115,86,4.4,47,1.14,7,,,
32:24.4,,,21.4,0.47,-0.437460661,40.38,34.6151715,135.516311,86,4.4,47,1.14,7,,,
32:24.5,,,21.5,0.37,-0.536559939,40.49,34.6151718,135.5163107,86,4.5,47.3,1.14,7,,,
32:24.6,,,21.6,0.3,-0.629289746,40.53,34.6151722,135.5163107,86,4.5,47.3,1.14,7,,,
32:24.7,,,21.7,0.24,-0.697577298,40.53,34.6151722,135.5163107,86,4.5,46.5,1.14,7,,,
32:24.8,,,21.8,0.19,-0.733094335,40.56,34.615172,135.5163108,86,4.5,48,1.14,7,,,
32:24.9,0:00:28,,21.9,0.14,-0.739716291,40.61,34.6151717,135.5163113,86,4.5,46.9,1.14,7,,,
32:25.0,,,22,0.09,-0.726713955,40.63,34.6151717,135.5163115,86,4.5,46.9,1.14,7,,,
32:25.1,,,22.1,0.11,-0.686082244,40.71,34.6151713,135.5163122,86,4.5,46.2,1.14,7,,,
32:25.2,,,22.2,0.22,-0.584248543,40.82,34.6151708,135.5163132,86,4.5,46.2,1.14,7,,,
32:25.3,,,22.3,0.35,-0.399359584,40.9,34.6151705,135.516314,86,4.5,43.9,1.14,7,,,
32:25.4,,,22.4,0.48,-0.148483083,40.92,34.6151705,135.5163143,86,4.5,42.9,1.14,7,,,
32:25.5,,,22.5,0.59,0.12612991,40.99,34.6151705,135.516315,86,4.5,43.8,1.14,7,,,
32:25.6,,,22.6,0.66,0.377369225,41.03,34.6151705,135.5163155,86,4.5,44.5,1.14,7,,,
32:25.7,,,22.7,0.71,0.568133473,41.07,34.6151707,135.5163158,86,4.5,42.8,1.14,7,,,
32:25.8,,,22.8,0.72,0.679295421,41.15,34.6151708,135.5163167,86,4.5,43.1,1.14,7,,,
32:25.9,0:00:29,,22.9,0.72,0.71029073,41.23,34.615171,135.5163175,86,4.5,44.9,1.14,7,,,
32:26.0,,,23,0.72,0.676601171,41.28,34.6151712,135.516318,86,4.5,42.5,1.14,7,,,
32:26.1,,,23.1,0.72,0.601368964,41.32,34.6151712,135.5163185,86,4.5,41.3,1.14,7,,,
32:26.3,,,23.2,0.72,0.504252255,41.39,34.6151712,135.5163192,86,4.5,42.8,1.14,7,,,
32:26.3,,,23.3,0.7,0.396365821,41.4,34.6151713,135.5163192,86,4.5,41.9,1.14,7,,,
32:26.4,,,23.4,0.67,0.281113952,41.45,34.6151712,135.5163197,86,4.5,42.2,1.14,7,,,
32:26.5,,,23.5,0.63,0.159190819,41.51,34.6151708,135.5163202,86,4.5,42.9,1.14,7,,,
32:26.6,,,23.6,0.58,0.035679597,41.54,34.6151707,135.5163205,86,4.5,42.2,1.14,7,,,
32:26.7,,,23.7,0.55,-0.079471484,41.57,34.6151705,135.5163207,86,4.5,40.7,1.14,7,,,
32:26.8,,,23.8,0.52,-0.176599175,41.64,34.61517,135.5163212,86,4.5,42.9,1.14,7,,,
32:26.9,0:00:30,,23.9,0.5,-0.247619078,41.68,34.6151697,135.5163215,86,4.5,43.4,1.14,7,,,
